LAT,LON
34.251412,-116.830695
41.686771,-72.806085
40.618018,-111.868573
35.300523,-81.275771
36.117589,-92.136175
41.1393,-73.5261
42.766085,-71.513285
29.427174,-98.55183
42.4364,-83.3359
35.298,-82.1728
42.753352,-93.208959
34.09164,-118.30289
40.656281,-73.982607
40.009,-85.5273
32.4213,-85.6872
29.68673,-95.607968
19.423863,-155.241402
35.084504,-96.397625
40.761187,-124.061784
61.112675,-149.909458
33.647867,-117.656193
39.603895,-84.16765
31.97054,-110.93292
36.21904,-119.340667
38.3362,-77.053
37.763684,-122.429081
38.828656,-77.475722
33.457467,-96.738417
44.872023,-93.492887
45.625343,-122.639837
26.515184,-81.926887
33.60303,-112.372216
36.983822,-121.985802
40.8724,-73.8836
30.17619,-84.381549
30.051751,-95.151975
41.949237,-87.957902
35.2238,-80.6252
33.151598,-95.954404
39.7899,-104.7366
47.097526,-94.579334
42.7647,-78.7487
33.4877,-117.1041
31.147699,-97.834922
28.965,-95.364767
40.7164,-73.9039
38.628297,-121.494968
33.5118,-84.4709
34.908227,-90.169029
38.682688,-90.152781
40.7443,-73.729
40.6374,-73.9371
42.728,-83.2888
29.922224,-95.450279
32.291942,-84.018801
37.214048,-87.465852
40.811001,-73.956581
26.286926,-98.331976
33.9789,-117.3804
43.604893,-95.620718
40.1695,-75.2267
35.6435,-78.4705
35.171686,-95.656779
44.24532,-86.272541
38.236923,-87.635017
33.873498,-98.48626
31.421267,-103.486125
41.015634,-74.553904
37.231574,-89.270961
33.669816,-95.269303
36.0137,-96.9028
39.9973,-75.1406
33.137456,-94.962357
35.1303,-97.3809
40.45046,-79.806361
71.298478,-156.743762
42.2245,-79.8295
34.011962,-118.485582
40.862694,-79.918927
38.44258,-81.478186
46.65346,-120.533818
34.1182,-117.3272
40.29,-74.0192
37.636574,-122.451896
42.521686,-94.185973
36.3315,-85.9046
37.846915,-85.506575
39.231995,-84.602799
35.4413,-97.5711
32.788702,-96.75363
34.188048,-97.124463
43.0907,-75.6461
39.7074,-84.1419
42.714939,-94.228514
26.291264,-98.361918
40.0035,-75.1481
30.39312,-91.23882
34.07,-84.2123
41.007274,-74.011805
30.5526,-88.1751
40.4692,-79.0424
37.62064,-120.748742
38.482007,-90.44535
34.57297,-92.988331
40.963521,-73.973195
39.924549,-84.087725
40.809009,-73.921805
41.4712,-87.0434
39.8248,-84.8682
35.5902,-80.8015
43.06184,-92.657191
37.3161,-88.0968
40.1687,-74.0604
47.1448,-122.4521
37.688015,-121.796637
40.183643000000004,-92.562828
18.031458,-66.848398
31.992619,-106.601172
46.530402,-122.485903
34.028064,-118.339818
43.1536,-88.21622
32.93602,-111.73693
36.539253,-104.543912
42.3999,-85.3767
43.655754,-116.244077
30.769543,-86.570633
33.7017,-86.6804
37.7004,-77.8971
30.24709,-97.764861
60.810742,-161.423994
36.949278,-93.996386
25.734019,-80.430894
45.51545,-122.499725
43.0501,-78.8685
33.368618,-86.985203
33.2458,-87.5694
29.987839,-95.521617
43.656236,-97.785392
40.742079,-111.845958
43.075935,-75.169395
37.950386,-122.077361
41.953963,-71.544601
39.940522,-83.292779
42.53996,-83.060184
41.170271,-104.806988
30.280925,-97.635962
43.274591,-85.076351
28.983848,-96.651645
39.874163,-84.326065
36.2154,-82.696
36.00213,-83.78341
40.5885,-75.429
33.361326,-101.554094
18.316035,-66.93584
36.2766,-80.8886
39.420023,-94.901097
33.5883,-82.1875
36.17683,-95.955394
35.997074,-84.26
32.71839,-114.627672
32.017567,-110.774679
41.7564,-86.1241
35.7719,-119.2552
44.25914,-88.2796
38.803906,-82.982182
39.7981,-76.9777
35.2688,-111.5221
37.927988,-122.35969
38.6713,-87.5
33.487508,-89.734729
32.601648,-88.186266
41.0898,-78.8843
46.0757,-118.307281
41.17714,-112.085104
29.085901,-82.198306
41.7846,-87.6573
30.741643,-85.958837
42.174774,-88.083598
35.083313,-78.951917
25.935694,-97.508397
34.975772,-90.003708
39.4754,-76.2483
45.702223,-87.34491
46.487952,-87.669518
47.316794,-109.939819
35.787043,-80.871649
33.504455,-112.021091
42.314558,-90.237152
37.157486,-82.740527
33.577272,-112.450561
39.9611,-86.274
34.199165,-95.421334
31.85525,-106.564214
39.9563,-82.9306
31.8199,-81.654
38.3088,-104.8032
32.839,-117.189245
37.6017,-122.4189
35.038351,-81.984329
42.025928,-88.157539
44.282173,-73.984712
42.339033,-71.077862
41.882467,-87.765388
37.64141,-120.995034
40.823,-73.8181
39.189778,-78.184894
38.7128,-87.7575
18.447024,-66.417523
29.520596,-98.578849
27.914096,-82.241388
32.232585,-93.82897
33.104575,-96.119782
33.644479,-117.671278
36.2716,-98.4756
41.6324,-80.2356
47.2244,-117.0712
42.9582,-74.1687
26.398705,-98.920598
30.177315,-97.280159
30.7464,-88.2862
41.103973,-81.497977
35.5066,-97.9577
42.543318,-96.391123
39.9863,-105.1126
43.0717,-89.3248
36.0659,-95.8038
34.1803,-118.9368
43.253214,-88.260308
40.653521,-73.514603
33.3665,-86.7342
21.457438,-157.845755
42.8098,-83.7864
37.602759,-121.005854
38.381428,-84.293859
36.162258,-86.855347
34.998772,-101.929637
30.177556,-81.605878
26.843936,-81.098446
40.7174,-73.9894
40.609688,-73.735142
44.033011,-88.540025
26.413822,-81.426729
42.30754,-113.373572
26.632313,-81.808211
41.296895,-91.688732
30.523079,-88.688436
35.177534,-87.738604
47.1615,-122.4086
33.71915,-78.864795
41.389597,-95.686599
33.366351,-97.188261
42.866665,-83.136661
37.584403,-83.708913
33.730548,-92.621291
35.063094,-94.623629
39.296846,-76.597726
38.4517,-122.6978
35.049568,-89.882339
41.944162,-70.652224
43.0358,-77.1114
45.50798,-92.967283
18.343412,-66.310707
37.360302,-118.434249
40.104028,-78.935423
40.7178,-74.0138
32.698,-114.6298
42.091309,-79.291678
40.676236,-73.418902
32.438472,-100.541262
42.7249,-78.8162
42.257766,-85.589058
33.88234,-112.144123
41.970015,-91.678888
39.209995,-93.519133
30.046319,-94.880004
38.74325,-108.071171
30.674955,-87.904953
44.735513,-92.885278
40.088222,-79.755003
34.024592,-118.826536
33.295095,-111.094749
42.4801,-71.45815
33.226685,-87.482415
43.692318,-83.46355
32.239477,-110.888052
33.662074,-117.819684
31.700347,-98.127256
46.409049,-105.820629
38.422778,-122.735466
42.155288,-71.41299
45.013598,-92.797871
42.064867,-78.167659
34.475756,-87.864784
39.7848,-86.2475
33.493013,-79.095863
58.733307,-157.004582
30.346183,-92.108416
30.054757,-83.170838
41.829698,-72.526663
37.9793,-87.8973
39.465722,-88.376933
40.7226,-74.2292
35.862283,-86.397771
35.307514,-77.146568
42.26516,-72.49142
34.383375,-94.366969
41.532406,-74.060983
30.315389,-89.254384
41.2101,-73.8752
37.3808,-79.2037
42.7345,-84.6109
46.588047,-95.581561
39.7148,-75.4704
42.564345,-70.959092
44.957781,-93.412898
40.639656,-74.079797
33.398519,-79.928795
41.253149,-97.12495
41.492298,-73.682031
34.4659,-96.0529
28.059661,-82.458205
38.789361,-77.459816
45.4234,-122.7026
39.8117,-105.0433
35.8575,-85.0588
35.22846,-80.814761
40.969583,-75.995705
39.0007,-77.406
37.528,-121.964
32.667476,-116.295819
40.7825,-74.0159
25.983701,-80.152704
33.8702,-118.0878
32.894382,-109.826814
42.11464,-72.75374
32.3019,-111.0026
32.76918,-97.387178
42.9311,-83.039
33.377405,-117.255099
40.0674,-87.707052
37.9774,-79.6063
42.608213,-89.649547
41.611255,-83.591034
45.5622,-122.6818
34.4913,-85.6685
42.005812,-87.726403
35.340358,-97.513255
40.576274,-98.398036
29.444263,-95.451591
34.593349,-118.180532
47.842463,-103.638291
38.1472,-84.1101
25.7037,-80.297122
58.108798,-135.442182
34.144241,-118.813656
34.926442,-87.670626
29.416798,-98.727767
39.316328,-84.286939
40.79924,-81.376671
37.2239,-121.7831
40.4227,-75.1949
40.285315,-85.838066
41.58853,-87.833585
32.459501,-100.390306
37.071378,-113.510206
29.832436,-95.725229
33.495776,-112.224385
43.69403,-124.123728
37.1077,-76.522
41.579155,-87.307697
35.819196,-90.452545
37.31895,-87.128672
26.244512,-98.252084
30.427941,-84.279383
45.215101,-122.473553
33.788518,-111.958556
35.518324,-120.522824
40.159533,-74.676925
38.398699,-90.430044
40.7411,-73.2103
42.3914,-86.2733
43.193237,-90.435674
28.287368,-82.536655
38.8573,-76.874
38.8775,-104.8028
33.574027,-98.439576
33.762973,-84.513714
39.3389,-76.5525
34.198397,-79.696169
43.012413,-71.583711
42.947253,-71.436778
42.1261,-80.0766
45.675823,-111.170489
34.872121,-86.45435
33.392166,-111.556062
42.83841,-88.704318
67.57182,-162.987837
40.835939,-89.564201
36.741623,-119.76196
33.735137,-117.8097
36.38206,-100.814058
39.169151,-74.792907
41.720258,-83.495409
40.25933,-122.20799
39.2835,-74.5724
35.202585,-111.580019
41.24,-76.7329
26.664626,-81.916689
37.51249,-84.655347
33.28311,-111.66672
35.721,-78.857
41.584476,-88.925265
31.290306,-85.840765
29.724352,-95.521884
30.049125,-91.039801
40.513,-79.9187
32.549137,-97.356307
27.44326,-80.354751
33.565175,-83.940363
48.061145,-122.199808
38.389596,-85.437086
32.789997,-79.95466
36.867555,-121.40532
43.0119,-87.9583
35.4195,-79.5735
41.544804,-80.872075
29.685934,-95.561951
33.8639,-118.3364
41.191195,-87.776391
40.763789,-96.70522
32.92055,-112.889912
39.965749,-88.267788
19.744529,-155.093322
37.784891,-97.238673
44.241504,-86.331243
38.054343,-122.529447
58.329568,-134.467695
38.3309,-75.2114
32.1537,-95.1124
36.167339,-115.344163
38.223516,-85.758289
43.40311,-70.909143
45.63009,-108.91575
38.4373,-122.6704
30.2977,-90.7958
37.0118,-80.0477
47.677698,-122.396331
27.80492,-82.270617
33.9836,-118.0691
28.090249,-80.619923
39.108681,-84.522074
39.526916,-119.892689
45.654194,-91.553807
42.305122,-122.892565
37.771864,-100.021468
38.655722,-122.793462
32.888449,-96.874461
37.6368,-120.7749
40.6268,-75.34
33.256422,-117.312617
41.680672,-111.824357
30.779186,-88.178953
37.624393,-82.153444
39.8437,-96.6453
41.4739,-81.569389
43.2031,-77.671161
39.731,-105.0636
45.594903,-106.271119
41.446996,-81.791798
30.41155,-81.690066
40.497185,-81.980977
33.461027,-112.311386
29.340085,-98.597718
42.586689,-114.508627
40.714569,-99.089028
37.74551,-121.134751
38.485855,-90.506485
29.80538,-94.380744
39.8669,-76.1541
34.80762,-82.389558
30.343798,-97.748694
40.2288,-76.1485
36.6401,-82.5753
42.1362,-75.9617
40.7087,-73.9397
34.828233,-87.290232
47.4258,-119.1208
34.016386,-117.715931
29.04399,-95.407128
37.982333,-121.301605
38.059444,-97.363543
40.9261,-73.8962
44.7543,-92.7927
37.757834,-84.275414
37.5022,-77.6491
39.7783,-79.9185
41.7961,-85.6377
34.0581,-84.3366
36.04195,-82.936289
33.065349,-96.744875
61.602478,-149.242166
31.305355,-89.404393
34.22719,-118.498626
42.4633,-83.8892
35.160468,-83.381534
36.040713,-94.252928
40.6631,-73.6798
38.957737,-92.353233
36.094246,-84.144531
32.91921,-97.005521
41.677148,-71.543225
35.167662,-106.550258
39.119815,-90.329411
33.203533,-96.520717
31.2525,-93.3385
17.988497,-66.921432
40.8392,-74.2438
32.243856,-110.795108
41.815134,-112.11752
41.6577,-87.6069
36.032685,-115.120183
40.1663,-84.9755
35.947831,-95.93526
37.024,-76.3829
39.057342,-88.382671
47.5729,-122.3903
30.318912,-81.692247
42.337491,-122.90005
32.732133,-117.1624
35.717029,-91.440524
44.787992,-69.391337
29.875291,-93.942768
40.528839,-112.310446
30.452602,-81.671327
42.087223,-70.917443
30.013324,-95.282666
33.8166,-84.6343
42.346,-83.3448
41.996913,-97.600083
45.028236,-94.066346
42.6419,-84.5698
34.663398,-99.565987
29.152998,-98.156784
47.5465,-122.2825
35.417219,-94.516903
32.331029,-86.247158
30.645433,-97.044192
35.333859,-119.027252
33.521918,-101.852103
39.251987,-76.628358
42.65744,-71.309032
36.703158,-76.963613
41.172138,-80.112063
40.686936,-84.053384
36.110532,-94.571995
29.929907,-95.500129
30.17016,-81.834016
45.66646,-122.598373
39.7479,-104.8904
42.304158,-85.613492
42.0947,-75.891
41.1814,-73.7776
41.595645,-87.720955
41.864384,-87.701398
18.3772,-66.1668
33.03023,-97.319461
39.3413,-85.4679
33.847616,-118.198974
33.531696,-101.960711
39.178,-78.1767
40.092583,-111.628497
40.672381,-89.639351
25.877651,-80.249097
43.332419,-71.95458
29.912403,-95.359298
46.831897,-96.760737
30.301757,-81.635426
35.04769,-81.973348
43.64966,-72.304689
29.762747,-98.702573
40.3301,-73.9842
32.911659,-97.542896
40.27097,-96.727199
39.379582,-91.035948
18.266863,-66.695568
31.138435,-97.44019
41.599801,-71.643075
44.354279,-100.372626
38.2284,-77.5538
38.561792,-90.129605
36.06679,-90.55493
48.766985,-101.511238
40.832056,-73.917687
40.782792,-97.810443
33.205145,-80.055433
43.0319,-85.5907
32.884134,-105.180335
33.4553,-82.0003
43.061134,-124.143029
18.246646,-66.989244
37.085456,-84.614554
28.0846,-97.8133
26.332543,-98.231932
40.2937,-76.8107
48.4421,-120.17
36.006253,-105.948699
40.069948,-82.377156
34.026463,-118.324518
48.880079,-111.915113
37.940908,-97.018911
33.3437,-111.5932
40.84039,-73.844419
40.626047,-74.327838
21.31679,-158.011534
40.20919,-83.02071
38.0592,-122.147
39.6782,-104.7646
44.482139,-71.188207
32.245363,-90.91775
39.1873,-96.5931
38.045594,-121.366342
26.161683,-98.270446
39.7283,-84.2725
41.167212,-73.208527
32.8274,-116.9531
46.977653,-124.154042
31.878242,-89.753785
28.022984,-82.236009
39.534835,-76.990829
41.677183,-81.317579
36.1938,-95.3488
45.775592,-92.673098
40.537808,-124.042541
40.7742,-74.1345
42.193672,-71.221824
40.414523,-111.911174
35.5076,-81.6208
43.146443,-98.138737
43.4106,-73.4919
38.359659,-76.706229
34.185118,-118.134731
37.701788,-122.116386
42.9797,-84.127
33.6979,-117.4015
37.152125,-80.564248
42.4857,-82.9547
35.017616,-107.4809
46.3708,-87.9828
38.683976,-84.072647
36.5531,-119.3777
40.987,-82.6529
37.193048,-86.251533
36.744812,-108.169745
43.731293,-111.099334
43.7615,-90.5795
30.234932,-95.15994
38.556756,-76.588346
41.587156,-72.682417
39.104902,-94.422235
40.0151,-75.1332
46.031023,-118.387252
42.576762,-73.299172
35.33471,-81.913687
37.482616,-121.125567
39.606793,-119.837161
37.536957,-77.324
39.2737,-76.4846
33.8806,-117.8944
28.687316,-81.344086
39.2396,-84.4733
39.08434,-121.53911
39.8499,-74.9674
39.94676,-75.077427
42.204649,-71.423496
41.631881,-88.690889
30.370025,-97.393047
32.128793,-94.345456
30.205996,-97.706658
37.482521,-86.28494
34.11709,-117.793561
38.978107,-94.629413
33.02569,-96.865858
43.396793,-84.90756
44.036012,-107.447922
40.915487,-73.837126
38.642343,-90.312496
44.016803,-97.529603
47.001812,-108.352708
47.686379,-122.342398
42.317686,-83.336979
33.4861,-112.2444
38.7638,-77.0794
35.624817,-97.508039
37.1323,-80.4154
32.078666,-106.278432
34.1735,-97.9935
42.4631,-83.1756
39.3774,-76.6987
36.1353,-86.8077
35.6653,-80.7165
41.188409,-104.351263
27.223854,-98.143515
43.672519,-93.574279
42.3721,-87.9139
44.956373,-93.108895
37.067373,-88.734925
38.592394,-93.855082
36.010382,-115.104678
28.200078,-82.758344
42.567834,-70.929187
33.8195,-84.39
40.658715,-73.928686
37.962551,-98.594214
39.9425,-75.2807
37.741678,-88.277422
38.4575,-77.4199
38.486847,-121.47205
39.762379,-81.130112
40.852489,-82.325563
37.7953,-97.111
38.2223,-103.7574
42.8754,-87.9007
42.2883,-77.2137
39.826548,-75.123915
39.836801,-75.24495
38.285666,-90.399047
40.0542,-83.007
37.826947,-81.94276
33.6372,-86.1008
40.562079,-90.009569
40.5752,-86.6649
29.456676,-98.356894
39.631418,-89.017055
26.706822,-80.040114
37.14813,-84.076938
43.763346,-71.700752
33.3234,-112.0071
36.280175,-92.600584
32.397374,-96.796357
28.55013,-81.385021
36.363,-86.5478
38.0989,-122.2113
40.437739,-83.302239
32.465626,-96.834076
36.2254,-86.2858
34.719817,-81.002917
42.382769,-83.21087
39.3894,-76.8178
37.354021,-121.821382
38.7903,-77.1139
35.4779,-97.2793
33.680958,-117.721912
36.834677,-119.683611
42.0766,-87.9862
39.9883,-104.8165
36.008123,-106.038887
41.512681,-90.622988
43.066679,-70.752531
41.4667,-87.473
44.388509,-69.467402
40.22278,-118.388039
39.6386,-75.9567
44.902118,-93.217206
42.750021,-71.424135
44.3594,-89.7171
44.253525,-116.978555
40.4935,-107.2613
32.848018,-87.900021
38.804,-77.3102
35.382236,-120.859815
40.2396,-76.8179
29.653124,-98.439487
38.6351,-87.4218
33.748907,-90.724987
36.643433,-94.42608
35.06457,-120.593729
33.919019,-118.182713
33.248888,-96.634636
35.839466,-83.800727
44.549168,-73.160029
33.3618,-111.7499
35.0844,-78.9901
18.413122,-66.329311
40.51267,-111.851443
30.776255,-85.227132
42.7372,-73.7106
42.812182,-72.018515
36.724218,-119.830166
36.674162,-121.623715
33.938635,-118.23874
40.6647,-73.7593
40.97964,-73.881567
37.546055,-77.919616
42.497296,-82.908664
33.539862,-112.137905
32.800886,-79.94956
45.152312,-67.403455
43.621826,-70.268003
43.1157,-124.4194
43.640297,-116.572043
33.394549,-112.100207
43.900146,-72.13748
34.102505,-118.238968
33.023245,-117.089488
42.2234,-85.9037
39.401033,-122.0111
42.1992,-83.4616
45.666615,-118.798609
42.908102,-88.118114
34.2392,-84.2897
42.487426,-95.537045
43.4173,-86.3632
42.7918,-73.9661
48.502315,-109.543068
43.123,-78.9386
37.977103,-121.34919
40.0622,-75.0812
37.696033,-77.890089
33.9935,-84.3115
35.621209,-88.791359
41.5964,-72.8783
40.995388,-92.426951
27.848947,-82.147683
47.642428,-121.913785
34.166772,-81.273473
41.356509,-84.321971
46.738347,-116.982624
21.444898,-157.749392
36.377586,-94.296552
41.429161,-91.047841
41.4288,-85.5836
35.4612,-79.1134
44.556088,-68.428207
35.9708,-80.5167
43.660511,-116.344142
33.188204,-96.632484
38.4469,-85.6675
27.361943,-99.480255
27.487341,-82.561112
38.407678,-80.55515
43.0844,-88.3346
36.318342,-119.321675
44.984837,-93.297011
39.577569,-83.467445
41.01157,-111.958241
33.519899,-86.808778
38.700571,-121.370196
34.682943,-118.153219
45.636377,-122.612841
33.16693,-90.18375
39.41952,-77.413976
39.844202,-77.495645
44.908103,-97.09802
33.3625,-112.0876
39.877893,-81.912313
45.6951,-121.5432
41.7333,-87.5679
40.821439,-73.986902
43.370926,-99.852537
35.255243,-101.831912
40.7374,-73.8681
43.0717,-83.8268
33.929221,-97.124561
37.0543,-76.3188
43.956,-75.91
33.032394,-96.838999
43.1741,-78.7048
30.361568,-91.142176
43.090355,-87.94914
41.84256,-87.772997
42.315995,-122.873277
36.306048,-87.074082
36.7846,-75.9916
47.912883,-122.244271
32.48032,-93.74538
34.1736,-86.8359
41.8598,-72.9151
46.4931,-122.9409
39.6588,-87.4073
40.158992,-75.10847
39.251132,-121.029312
42.6116,-82.9343
39.082,-108.5091
36.717247,-85.13883
36.713148,-119.73777
